Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
61996,6123115,27,16,single,rented,no,Police_officer,Tiruchirappalli[10],Tamil_Nadu,10,11,0
240415,57974,61,0,single,rented,no,Physician,Satna,Madhya_Pradesh,0,12,0
41959,5214871,29,19,married,rented,no,Scientist,Karimnagar,Telangana,13,12,0
49879,8605005,31,20,single,rented,no,Petroleum_Engineer,Mysore[7][8][9],Karnataka,5,14,1
29715,6272029,49,12,single,rented,no,Drafter,Sagar,Madhya_Pradesh,7,10,0
213264,6979169,60,20,single,rented,no,Firefighter,Sikar,Rajasthan,4,11,0
214862,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
200830,1867623,60,2,single,rented,yes,Chef,Ambattur,Tamil_Nadu,2,13,0
110679,6184989,37,18,single,rented,no,Chef,Shivpuri,Madhya_Pradesh,5,10,0
26576,4175765,79,3,single,rented,no,Physician,Mysore[7][8][9],Karnataka,3,13,1
110413,5174712,64,1,single,rented,no,Graphic_Designer,Ongole,Andhra_Pradesh,1,13,0
93062,9427951,24,11,single,rented,no,Psychologist,Ramagundam[27],Telangana,8,12,0
150484,3392005,61,11,single,rented,no,Petroleum_Engineer,Amroha,Uttar_Pradesh,6,13,0
110798,2389351,62,5,single,norent_noown,no,Analyst,Rajkot,Gujarat,5,14,0
115489,8905545,27,13,single,rented,yes,Air_traffic_controller,Gopalpur,West_Bengal,11,12,0
121505,72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13,1
34510,9290267,54,4,single,rented,yes,Petroleum_Engineer,Munger,Bihar,4,14,1
26189,486603,33,20,single,rented,no,Librarian,Bharatpur,Rajasthan,5,13,0
136452,7363274,70,9,married,rented,no,Drafter,Shahjahanpur,Uttar_Pradesh,5,14,0
235894,8100959,62,16,single,owned,no,Drafter,Bhalswa_Jahangir_Pur,Delhi,5,14,0
122392,7537350,52,12,single,rented,yes,Software_Developer,Karawal_Nagar,Delhi,11,13,0
196148,6662756,78,7,single,rented,yes,Graphic_Designer,Nadiad,Gujarat,4,11,0
115482,973794,69,16,single,rented,yes,Geologist,Raipur,Chhattisgarh,8,14,0
16161,4727841,52,8,single,rented,no,Technology_specialist,Tenali,Andhra_Pradesh,8,12,0
127329,4181786,51,12,single,norent_noown,yes,Statistician,Korba,Chhattisgarh,4,13,0
247050,4371492,25,10,single,rented,no,Air_traffic_controller,Chinsurah,West_Bengal,6,11,0
35952,6973369,68,20,single,rented,no,Physician,Raebareli,Uttar_Pradesh,11,13,1
43446,5714288,44,0,single,rented,no,Chartered_Accountant,Bangalore,Karnataka,0,14,0
165190,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar_Pradesh,9,13,0
221805,6903326,57,20,single,owned,no,Petroleum_Engineer,Giridih,Jharkhand,9,12,0
40557,3854933,59,10,married,rented,yes,Police_officer,Hospet,Karnataka,5,11,0
3297,9775983,65,6,single,rented,no,Biomedical_Engineer,Ranchi,Jharkhand,6,12,1
1996,2411292,63,3,single,rented,no,Web_designer,Sambhal,Uttar_Pradesh,3,10,0
61385,5544342,73,4,single,owned,no,Mechanical_engineer,Ghaziabad,Uttar_Pradesh,4,12,0
81546,8900631,47,6,single,rented,no,Fashion_Designer,Thiruvananthapuram,Kerala,6,12,0
20525,5455001,47,5,single,rented,no,Technology_specialist,Navi_Mumbai,Maharashtra,5,12,0
229043,4263513,40,4,single,rented,yes,Aviator,Mango,Jharkhand,4,14,1
200281,3426767,67,1,single,rented,no,Microbiologist,Bhimavaram,Andhra_Pradesh,1,12,0
1373,5272864,40,19,single,rented,yes,Statistician,Katihar,Bihar,13,11,0
241403,5728245,50,16,single,rented,no,Scientist,Jamalpur[36],Bihar,3,11,0
79783,5559747,64,9,single,rented,yes,Biomedical_Engineer,Dharmavaram,Andhra_Pradesh,9,10,0
83461,90178,76,9,single,rented,no,Geologist,Mathura,Uttar_Pradesh,9,11,1
100568,2124447,65,1,single,rented,no,Flight_attendant,Kharagpur,West_Bengal,1,10,0
18306,2559385,74,14,married,rented,yes,Chemical_engineer,Latur,Maharashtra,9,12,0
104929,4195860,46,8,single,rented,no,Hotel_Manager,Mira-Bhayandar,Maharashtra,5,11,0
124444,1878525,41,5,single,rented,no,Physician,Aurangabad[39],Bihar,5,14,0
186573,7741893,32,9,single,owned,yes,Computer_hardware_engineer,Jodhpur,Rajasthan,9,12,0
40948,7195430,31,7,single,rented,no,Technician,Chittoor[28],Andhra_Pradesh,7,12,0
204036,2278568,25,4,single,rented,no,Consultant,Unnao,Uttar_Pradesh,4,12,0
6437,7253122,72,20,single,rented,no,Magistrate,Tiruppur,Tamil_Nadu,8,10,0
100461,7721477,63,1,single,rented,no,Design_Engineer,Madhyamgram,West_Bengal,1,10,0
210252,8417601,60,2,single,rented,yes,Microbiologist,Jammu[16],Jammu_and_Kashmir,2,14,0
149308,5726991,78,8,single,rented,no,Scientist,Kamarhati,West_Bengal,8,10,0
191972,4654280,49,18,single,rented,yes,Psychologist,Mumbai,Maharashtra,11,11,0
98455,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,0
118605,8273281,39,1,single,rented,no,Statistician,Durgapur,West_Bengal,1,12,0
191024,5231498,48,11,single,rented,yes,Technician,Katni,Madhya_Pradesh,3,10,0
99341,8909724,71,4,single,rented,no,Artist,Sri_Ganganagar,Rajasthan,4,11,0
241179,6749157,55,20,single,rented,no,Air_traffic_controller,Sirsa,Haryana,12,11,0
230090,2848901,46,5,married,rented,no,Flight_attendant,Jamalpur[36],Bihar,5,13,0
246500,472614,40,4,single,rented,no,Engineer,Sagar,Madhya_Pradesh,4,13,0
238105,4482845,77,3,single,rented,no,Design_Engineer,Secunderabad,Telangana,3,14,0
236486,9355388,65,16,single,rented,yes,Psychologist,Kochi,Kerala,12,14,0
126606,1165856,47,19,married,rented,yes,Statistician,Kulti,West_Bengal,7,10,0
228414,8650472,39,17,single,rented,no,Designer,Berhampore,West_Bengal,9,12,0
158051,4392708,28,1,single,rented,yes,Firefighter,Patiala,Punjab,1,10,0
154251,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,0
235290,2315341,50,14,single,rented,no,Statistician,Pallavaram,Tamil_Nadu,12,12,0
124541,6785181,32,11,single,rented,no,Drafter,Ujjain,Madhya_Pradesh,11,11,0
154341,2544949,39,15,single,rented,no,Computer_hardware_engineer,Amravati,Maharashtra,10,13,0
229491,4206623,46,12,single,rented,no,Army_officer,Dhanbad,Jharkhand,12,13,1
50384,671223,74,7,single,rented,no,Flight_attendant,Bidar,Karnataka,6,13,0
41828,690298,27,4,single,rented,no,Chef,Rajkot,Gujarat,4,12,0
128222,7832535,26,12,single,rented,yes,Hotel_Manager,Ahmednagar,Maharashtra,10,14,0
157068,3859838,62,13,single,rented,yes,Graphic_Designer,Baranagar,West_Bengal,7,13,0
175064,4122315,31,14,single,owned,yes,Mechanical_engineer,Surat,Gujarat,10,11,0
75596,6506739,50,4,single,rented,no,Politician,Ahmedabad,Gujarat,4,11,0
227387,2287694,63,7,single,rented,no,Air_traffic_controller,Patna,Bihar,7,12,0
107059,5957090,48,18,married,rented,yes,Economist,Hubli–Dharwad,Karnataka,3,12,0
216866,7273683,28,13,single,rented,yes,Chartered_Accountant,Bhilai,Chhattisgarh,10,12,0
187748,3168724,65,14,single,rented,no,Chemical_engineer,Nashik,Maharashtra,4,10,0
75496,133768,50,20,single,rented,no,Lawyer,Chandrapur,Maharashtra,10,12,1
162073,4184636,55,2,single,rented,yes,Official,Amritsar,Punjab,2,10,0
113357,315321,68,3,single,owned,no,Biomedical_Engineer,Aurangabad,Maharashtra,3,13,0
90929,6468679,60,3,single,rented,yes,Politician,Bareilly,Uttar_Pradesh,3,13,0
203024,848202,56,12,single,rented,yes,Geologist,Rampur,Uttar_Pradesh,12,12,0
5582,7541730,23,2,single,rented,no,Psychologist,Amroha,Uttar_Pradesh,2,10,0
209671,2537444,49,1,single,rented,yes,Hotel_Manager,Muzaffarpur,Bihar,1,12,0
23225,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
231415,3233030,32,9,single,rented,no,Engineer,Kanpur,Uttar_Pradesh,3,10,0
244087,2989786,76,10,single,norent_noown,no,Technician,Amravati,Maharashtra,9,11,0
150819,10675,23,1,single,rented,yes,Graphic_Designer,Hyderabad,Telangana,1,14,0
69445,3756692,33,4,single,rented,yes,Aviator,Bellary,Karnataka,4,13,0
69547,8064946,21,3,single,rented,yes,Microbiologist,Mangalore,Karnataka,3,12,0
248038,5400743,23,9,single,rented,no,Librarian,Thane,Maharashtra,9,13,0
18179,37512,36,8,single,owned,no,Surgeon,Maheshtala,West_Bengal,8,14,0
134773,1148139,27,9,single,rented,no,Statistician,Visakhapatnam[4],Andhra_Pradesh,5,14,0
89233,3455508,34,6,single,rented,no,Official,Thrissur,Kerala,6,10,0
23571,5899823,46,8,married,rented,no,Architect,Faridabad,Haryana,8,13,0
85368,109949,25,1,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,1,12,0
31932,7273528,41,10,single,rented,no,Technical_writer,Sagar,Madhya_Pradesh,3,11,0
16448,2101952,46,18,single,rented,yes,Technical_writer,Berhampore,West_Bengal,7,14,0
132942,2474838,64,9,single,rented,no,Chemical_engineer,Chennai,Tamil_Nadu,8,10,0
115749,9155705,35,12,single,rented,yes,Psychologist,Anand,Gujarat,12,12,0
202753,8853692,48,15,single,rented,yes,Computer_hardware_engineer,Tadipatri,Andhra_Pradesh,7,14,0
122242,8382824,48,8,single,rented,no,Graphic_Designer,Kolhapur,Maharashtra,8,10,0
33611,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,1
188176,738842,38,4,single,owned,no,Official,Allahabad,Uttar_Pradesh[5],4,14,0
232908,72337,40,5,single,rented,no,Biomedical_Engineer,Nandyal,Andhra_Pradesh,5,12,0
225255,9167161,63,10,single,rented,no,Police_officer,Barasat,West_Bengal,3,10,0
2085,614251,59,14,single,rented,no,Civil_engineer,Morbi,Gujarat,12,13,0
27432,8370021,40,5,single,rented,no,Technical_writer,Gulbarga,Karnataka,5,14,0
151870,229554,74,15,single,rented,no,Web_designer,Ramgarh,Jharkhand,14,11,0
85527,5722719,71,1,single,rented,no,Technology_specialist,Kumbakonam,Tamil_Nadu,1,14,0
118434,5971641,31,3,single,rented,no,Physician,Munger,Bihar,3,11,0
64965,4736350,38,13,single,rented,no,Microbiologist,Ambala,Haryana,6,13,1
243788,2724814,26,12,single,rented,no,Analyst,Ambala,Haryana,3,12,0
10826,2408148,59,10,single,rented,no,Architect,Solapur,Maharashtra,7,11,0
18625,4413604,62,10,single,rented,no,Chartered_Accountant,Chinsurah,West_Bengal,10,13,0
101359,7053218,61,0,single,norent_noown,no,Surveyor,Uluberia,West_Bengal,0,12,0
40306,2725660,32,7,single,rented,no,Army_officer,Malegaon,Maharashtra,7,10,0
144186,1929905,56,17,single,rented,no,Consultant,Khandwa,Madhya_Pradesh,14,14,0
120615,5625315,69,16,single,rented,no,Fashion_Designer,Indore,Madhya_Pradesh,14,14,1
14647,282422,28,16,married,rented,yes,Technical_writer,Ulhasnagar,Maharashtra,6,13,0
85148,192078,62,9,single,rented,yes,Web_designer,Eluru[25],Andhra_Pradesh,5,11,0
197246,9232506,75,2,single,rented,no,Design_Engineer,Avadi,Tamil_Nadu,2,11,1
11946,6395936,66,11,single,owned,no,Comedian,Gandhinagar,Gujarat,11,14,0
191092,9959440,78,17,single,rented,yes,Dentist,Siliguri,West_Bengal,9,13,0
187339,817450,32,15,married,rented,no,Graphic_Designer,Gulbarga,Karnataka,4,12,0
62961,7857820,66,6,single,rented,yes,Computer_operator,Gulbarga,Karnataka,6,13,0
174160,9272383,68,20,single,rented,no,Army_officer,Srinagar,Jammu_and_Kashmir,9,13,0
220492,7738360,32,18,single,rented,no,Biomedical_Engineer,Udaipur,Rajasthan,11,13,0
178585,842194,27,16,single,rented,no,Engineer,Guna,Madhya_Pradesh,10,11,0
92840,9368826,22,4,single,rented,no,Flight_attendant,Kozhikode,Kerala,4,13,0
160499,6625727,65,3,single,rented,no,Petroleum_Engineer,Shimoga,Karnataka,3,13,0
182953,5515243,64,12,single,rented,no,Firefighter,Baranagar,West_Bengal,11,12,1
51838,1623798,44,14,single,rented,no,Microbiologist,Singrauli,Madhya_Pradesh,5,13,0
45122,8925422,72,14,single,rented,yes,Aviator,Meerut,Uttar_Pradesh,6,10,0
209301,6222541,45,19,single,norent_noown,no,Web_designer,Guntur[13],Andhra_Pradesh,11,12,1
9020,1572647,34,9,single,norent_noown,yes,Design_Engineer,Meerut,Uttar_Pradesh,9,10,0
163040,737051,58,0,single,rented,yes,Surgeon,Jamnagar,Gujarat,0,12,0
29084,4691275,56,6,married,rented,no,Graphic_Designer,Ambattur,Tamil_Nadu,6,13,0
158388,5375354,38,4,single,rented,no,Petroleum_Engineer,Etawah,Uttar_Pradesh,4,14,0
16960,7532243,47,2,single,rented,yes,Chef,Mahbubnagar,Telangana,2,12,0
88650,5796023,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,11,1
3576,790606,32,8,single,norent_noown,yes,Architect,Dehradun,Uttarakhand,8,12,0
240352,3902816,23,19,married,rented,yes,Software_Developer,Anantapur,Andhra_Pradesh,7,12,0
116999,6685208,76,17,single,rented,no,Statistician,Anand,Gujarat,14,13,0
240623,3681883,50,14,single,rented,yes,Lawyer,Ajmer,Rajasthan,4,10,0
228637,7180857,50,12,single,rented,no,Chef,Durgapur,West_Bengal,6,14,0
43450,7278093,77,17,single,rented,no,Chemical_engineer,Sirsa,Haryana,10,14,0
53060,1768758,70,18,single,rented,yes,Analyst,Mehsana,Gujarat,11,14,0
120172,1291411,56,6,single,rented,no,Chef,Mira-Bhayandar,Maharashtra,6,11,0
216311,4807798,68,0,single,rented,no,Chemical_engineer,Gudivada,Andhra_Pradesh,0,10,0
199206,2912105,21,14,married,rented,no,Petroleum_Engineer,Aurangabad,Maharashtra,5,12,0
171021,8841707,53,13,single,rented,no,Biomedical_Engineer,Farrukhabad,Uttar_Pradesh,3,12,0
230750,3586383,78,6,single,rented,no,Aviator,Mehsana,Gujarat,6,14,0
185984,2436593,54,19,single,rented,no,Firefighter,Jehanabad[38],Bihar,6,13,0
8316,2093984,77,9,single,rented,no,Hotel_Manager,Dehri[30],Bihar,3,14,1
191597,8325911,63,3,single,rented,no,Flight_attendant,Vijayanagaram,Andhra_Pradesh,3,11,0
136803,2034897,38,20,single,rented,no,Flight_attendant,Mau,Uttar_Pradesh,9,12,0
220063,8013236,40,16,single,rented,no,Graphic_Designer,Motihari[34],Bihar,3,14,0
221113,4358368,28,17,single,rented,no,Web_designer,Surendranagar_Dudhrej,Gujarat,5,14,0
176198,8440968,22,12,single,rented,no,Design_Engineer,Saharsa[29],Bihar,5,12,0
181600,3616979,40,17,single,rented,no,Comedian,Gwalior,Madhya_Pradesh,9,11,0
204628,8007329,77,9,single,rented,yes,Architect,Hospet,Karnataka,9,13,0
111179,2327351,57,10,single,rented,yes,Design_Engineer,Agartala,Tripura,10,12,0
223389,3336445,32,15,single,rented,no,Magistrate,Tirupati[21][22],Andhra_Pradesh,3,14,0
54234,908803,22,18,single,rented,no,Librarian,Morena,Madhya_Pradesh,3,14,0
213924,2833907,61,11,married,rented,no,Librarian,Karimnagar,Telangana,6,12,0
103953,3483756,62,8,single,rented,yes,Dentist,Satna,Madhya_Pradesh,8,14,0
206992,7100378,60,18,single,owned,no,Civil_engineer,Panvel,Maharashtra,11,11,0
101613,2859501,61,16,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,7,10,0
49405,6381365,67,11,single,rented,no,Surveyor,Ulhasnagar,Maharashtra,4,12,0
76398,221597,30,12,single,rented,no,Librarian,Gandhinagar,Gujarat,12,10,0
127919,3071743,59,16,single,norent_noown,yes,Magistrate,Srinagar,Jammu_and_Kashmir,10,14,0
140950,358155,26,3,single,rented,no,Chef,Bally,West_Bengal,3,14,0
152534,3420288,71,16,single,rented,no,Architect,Guna,Madhya_Pradesh,4,14,0
228447,3358585,32,17,single,rented,yes,Petroleum_Engineer,Morbi,Gujarat,13,11,0
189733,9493120,63,19,single,rented,no,Hotel_Manager,Nagercoil,Tamil_Nadu,12,11,0
215016,4156627,57,11,single,rented,no,Chartered_Accountant,Silchar,Assam,3,12,0
88568,4423589,33,19,single,rented,no,Chartered_Accountant,Navi_Mumbai,Maharashtra,8,12,1
201870,6131551,21,10,married,rented,yes,Graphic_Designer,South_Dumdum,West_Bengal,9,14,0
232490,2900987,36,18,single,owned,no,Technical_writer,Yamunanagar,Haryana,10,13,0
155726,9912721,57,14,single,rented,no,Chemical_engineer,Muzaffarnagar,Uttar_Pradesh,5,14,0
100877,785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12,0
97865,488193,71,18,single,rented,no,Economist,Guna,Madhya_Pradesh,8,10,0
129189,3352999,54,16,single,rented,no,Consultant,Bidar,Karnataka,14,11,0
224989,6874236,55,1,married,norent_noown,yes,Chartered_Accountant,Amritsar,Punjab,1,11,0
109336,7474639,44,12,single,rented,yes,Chef,Tadipatri,Andhra_Pradesh,3,13,0
32475,3367218,28,5,single,rented,no,Analyst,Raiganj,West_Bengal,4,11,0
17762,9089173,63,6,single,rented,yes,Chartered_Accountant,Munger,Bihar,6,12,0
127549,6326936,70,20,single,rented,no,Designer,Raurkela_Industrial_Township,Odisha,14,14,0
250845,8054155,50,3,single,rented,no,Industrial_Engineer,Guna,Madhya_Pradesh,3,10,0
100269,8822942,65,13,single,owned,no,Technical_writer,Nizamabad,Telangana,8,12,0
149738,1380103,33,1,single,rented,yes,Dentist,Solapur,Maharashtra,1,10,0
188607,3259749,45,19,single,rented,no,Web_designer,Lucknow,Uttar_Pradesh,6,13,0
47709,9259353,37,18,single,rented,no,Petroleum_Engineer,Bally,West_Bengal,12,11,0
1052,3657551,27,7,single,rented,no,Biomedical_Engineer,Thiruvananthapuram,Kerala,7,10,0
89723,2474838,64,9,single,rented,no,Chemical_engineer,Chennai,Tamil_Nadu,8,10,1
70756,5663627,29,0,married,rented,yes,Chef,Guna,Madhya_Pradesh,0,14,1
27962,7843174,64,19,single,rented,no,Politician,Khandwa,Madhya_Pradesh,14,14,0
12107,260350,29,15,single,rented,no,Economist,Dindigul,Tamil_Nadu,11,10,0
61759,7125924,77,5,single,rented,no,Architect,Alwar,Rajasthan,5,13,0
19459,9791163,54,18,single,rented,yes,Industrial_Engineer,Kollam,Kerala,11,14,0
135368,1625328,49,19,single,rented,yes,Firefighter,Ballia,Uttar_Pradesh,9,12,0
116627,7141845,69,13,single,rented,no,Scientist,Bongaigaon,Assam,13,10,0
22317,8976828,58,10,single,rented,yes,Hotel_Manager,Nagercoil,Tamil_Nadu,10,14,0
27032,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,0
21728,5023719,40,8,single,rented,no,Army_officer,Hosur,Tamil_Nadu,8,14,0
18826,2489299,22,2,single,rented,no,Lawyer,Kishanganj[35],Bihar,2,11,0
18117,9719853,61,14,single,rented,yes,Civil_servant,Mango,Jharkhand,3,13,0
237274,5535785,55,20,single,rented,no,Computer_hardware_engineer,Saharsa[29],Bihar,9,12,0
153969,7283454,74,5,married,rented,no,Technical_writer,Machilipatnam,Andhra_Pradesh,5,11,0
251889,3803041,51,18,single,rented,no,Biomedical_Engineer,Kulti,West_Bengal,4,14,0
134153,6483186,37,14,single,rented,no,Artist,Kollam,Kerala,3,13,0
2676,9111852,24,6,single,rented,yes,Surgeon,Bahraich,Uttar_Pradesh,6,11,0
38403,3548901,67,11,single,rented,yes,Web_designer,Pallavaram,Tamil_Nadu,9,11,0
237526,5046583,29,19,married,rented,no,Civil_engineer,Jodhpur,Rajasthan,8,13,1
61677,8380088,33,3,single,rented,no,Mechanical_engineer,Pallavaram,Tamil_Nadu,3,11,0
199099,8622588,45,18,single,owned,no,Surgeon,Agartala,Tripura,3,12,1
93994,6081941,22,19,single,rented,yes,Financial_Analyst,Kollam,Kerala,6,12,0
189533,4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,1
16186,9225468,54,14,single,rented,no,Surveyor,Secunderabad,Telangana,8,10,0
56424,9725128,54,7,single,rented,no,Mechanical_engineer,Siwan[32],Bihar,3,10,0
142951,2675511,69,3,single,rented,no,Chartered_Accountant,Vijayanagaram,Andhra_Pradesh,3,10,0
199622,2036508,67,19,single,rented,no,Chartered_Accountant,Ambarnath,Maharashtra,6,10,0
176501,5016115,74,20,single,rented,no,Librarian,Aurangabad,Maharashtra,3,13,0
155115,1380103,33,1,single,rented,yes,Dentist,Solapur,Maharashtra,1,10,0
66625,9398593,25,6,single,rented,no,Analyst,Begusarai,Bihar,6,12,0
22463,7831154,64,7,single,rented,no,Statistician,Kurnool[18],Andhra_Pradesh,7,14,0
236576,1929650,55,17,single,rented,no,Mechanical_engineer,Maheshtala,West_Bengal,12,13,0
132612,9202245,74,16,single,rented,yes,Financial_Analyst,Sirsa,Haryana,13,12,0
200208,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
82901,208537,33,6,married,rented,no,Air_traffic_controller,Vijayawada,Andhra_Pradesh,6,12,1
77276,5830250,24,15,single,rented,yes,Web_designer,Haridwar,Uttarakhand,9,11,0
133065,4120478,68,4,single,rented,no,Librarian,Panihati,West_Bengal,4,14,0
61843,8791008,31,20,single,rented,no,Psychologist,Cuttack,Odisha,9,11,0
122890,6451557,40,7,single,rented,no,Microbiologist,Erode[17],Tamil_Nadu,7,14,0
172154,1275642,40,11,single,rented,no,Technical_writer,Gangtok,Sikkim,11,10,0
20529,8492379,28,16,single,rented,no,Computer_hardware_engineer,Surendranagar_Dudhrej,Gujarat,14,11,1
103470,1851974,67,8,single,rented,no,Hotel_Manager,Bhatpara,West_Bengal,4,12,0
222456,336557,45,14,single,rented,no,Army_officer,Muzaffarnagar,Uttar_Pradesh,10,11,0
82443,2447204,33,12,single,rented,yes,Fashion_Designer,Thanjavur,Tamil_Nadu,12,12,0
59547,5886958,60,16,single,rented,no,Analyst,Agra,Uttar_Pradesh,3,10,0
166617,9385403,56,18,single,rented,no,Computer_operator,Berhampur,Odisha,3,11,0
186104,6959274,61,10,single,rented,no,Aviator,Jamshedpur,Jharkhand,10,10,0
177108,5129206,59,8,single,rented,no,Army_officer,Sri_Ganganagar,Rajasthan,3,12,1
17422,6028273,70,6,single,rented,yes,Web_designer,Meerut,Uttar_Pradesh,6,14,0
98374,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
221114,2030663,63,3,single,rented,no,Army_officer,Surat,Gujarat,3,11,0
81398,8927753,25,17,single,rented,yes,Comedian,Raipur,Chhattisgarh,13,13,1
56791,7392946,33,12,single,rented,no,Surgeon,Aizawl,Mizoram,8,10,0
124015,485180,73,15,single,owned,yes,Technician,Mau,Uttar_Pradesh,3,13,0
166187,9739777,22,18,single,rented,no,Firefighter,Panipat,Haryana,4,10,0
210455,8942160,36,4,single,rented,yes,Architect,Bellary,Karnataka,4,12,0
164610,713017,40,17,single,rented,yes,Statistician,Bahraich,Uttar_Pradesh,5,10,0
114328,4703725,37,6,single,rented,no,Biomedical_Engineer,Bhopal,Madhya_Pradesh,6,10,0
33759,3205080,47,10,single,rented,no,Biomedical_Engineer,Kirari_Suleman_Nagar,Delhi,10,13,1
21146,5964534,21,2,married,rented,no,Fashion_Designer,Jalandhar,Punjab,2,11,0
23849,8380088,33,3,single,rented,no,Mechanical_engineer,Pallavaram,Tamil_Nadu,3,11,0
170328,6472266,21,2,single,rented,yes,Mechanical_engineer,Hospet,Karnataka,2,11,1
227934,4892591,75,14,married,rented,yes,Geologist,Thoothukudi,Tamil_Nadu,3,13,0
197215,6778173,58,0,single,rented,no,Petroleum_Engineer,Karawal_Nagar,Delhi,0,11,0
8312,1453061,71,16,single,rented,no,Graphic_Designer,Orai,Uttar_Pradesh,7,11,0
146193,9078403,25,18,married,rented,no,Official,Vijayanagaram,Andhra_Pradesh,9,12,0
2508,1877926,52,16,single,rented,no,Fashion_Designer,Bhiwani,Haryana,14,13,0
250478,4089634,23,18,single,rented,no,Microbiologist,Davanagere,Karnataka,7,10,0
243308,8334435,28,16,single,rented,no,Petroleum_Engineer,Dibrugarh,Assam,5,13,0
195837,1151777,41,0,single,rented,no,Surveyor,Narasaraopet,Andhra_Pradesh,0,10,0
243237,5897870,38,7,single,rented,yes,Librarian,Jamshedpur,Jharkhand,7,10,0
106216,5787175,22,2,single,rented,no,Technology_specialist,Vadodara,Gujarat,2,14,0
169958,6626413,76,20,single,rented,no,Librarian,Ambattur,Tamil_Nadu,10,13,0
149299,2602671,59,2,single,rented,yes,Design_Engineer,Bathinda,Punjab,2,11,0
14588,8486446,37,13,single,rented,no,Secretary,Anantapuram[24],Andhra_Pradesh,11,12,0
107051,3971141,67,16,single,rented,no,Drafter,Pimpri-Chinchwad,Maharashtra,13,13,0
219570,794011,72,6,single,rented,no,Technical_writer,Chandigarh_city,Chandigarh,6,13,0
89910,3390492,54,13,married,rented,no,Official,Bhatpara,West_Bengal,10,14,0
86943,5484464,58,2,single,rented,yes,Technical_writer,Nanded,Maharashtra,2,12,0
101717,2180261,78,1,single,rented,yes,Analyst,Anantapuram[24],Andhra_Pradesh,1,12,0
161800,1011437,74,2,married,rented,yes,Petroleum_Engineer,Malda,West_Bengal,2,14,0
197766,7932088,41,20,married,rented,no,Technology_specialist,Ambattur,Tamil_Nadu,5,11,0
5765,1625328,49,19,single,rented,yes,Firefighter,Ballia,Uttar_Pradesh,9,12,0
222814,173314,74,7,single,rented,no,Financial_Analyst,Pune,Maharashtra,7,10,1
160868,8776828,78,10,single,rented,no,Statistician,Raebareli,Uttar_Pradesh,5,14,0
180140,9840316,24,13,single,rented,no,Artist,Raipur,Chhattisgarh,4,11,0
106772,7458916,64,3,single,rented,no,Industrial_Engineer,Mirzapur,Uttar_Pradesh,3,10,0
46494,1200485,63,16,single,owned,no,Industrial_Engineer,Gurgaon,Haryana,4,14,0
127025,5695731,32,10,single,rented,no,Flight_attendant,Sikar,Rajasthan,9,11,0
114077,4477660,30,0,married,rented,yes,Lawyer,Saharanpur,Uttar_Pradesh,0,14,0
12174,8953239,65,13,single,rented,no,Computer_operator,Ahmednagar,Maharashtra,3,10,0
245845,2649914,69,19,single,rented,no,Physician,Dewas,Madhya_Pradesh,8,11,0
87024,5890358,43,4,single,rented,no,Magistrate,Thiruvananthapuram,Kerala,4,13,0
192128,3321237,53,20,single,rented,no,Civil_servant,Rajahmundry[19][20],Andhra_Pradesh,13,11,0
97450,6947233,62,10,single,rented,no,Technical_writer,Bidar,Karnataka,10,12,0
151577,4846957,75,2,single,rented,yes,Psychologist,Noida,Uttar_Pradesh,2,10,0
247346,3133924,59,3,single,rented,no,Surgeon,Nandyal,Andhra_Pradesh,3,11,0
10980,9812058,72,1,single,rented,yes,Economist,Thrissur,Kerala,1,14,0
15738,6915072,26,3,single,rented,no,Chemical_engineer,Howrah,West_Bengal,3,12,0
205330,3643187,77,20,single,rented,no,Web_designer,Bellary,Karnataka,12,14,0
159403,2467568,48,5,single,rented,no,Computer_operator,Raiganj,West_Bengal,5,11,0
152052,7198404,29,19,single,owned,yes,Graphic_Designer,Patiala,Punjab,6,14,0
210743,7462623,46,13,single,rented,no,Fashion_Designer,Kamarhati,West_Bengal,10,14,0
67800,6247448,43,7,single,rented,no,Economist,Thrissur,Kerala,6,11,0
191929,2184898,28,6,single,rented,no,Army_officer,Bharatpur,Rajasthan,6,10,0
210480,6513854,25,13,single,rented,no,Biomedical_Engineer,Silchar,Assam,9,11,0
